,x,a1,a2
0,-1.0,0.0,0.0
1,-0.98,0.045923711640185855,-0.009294613984968477
2,-0.96,0.08789684051511759,-0.010467833197707131
3,-0.94,0.12758594817759053,-0.011255320354989322
4,-0.92,0.1710747416460022,-0.012029503284920902
5,-0.9,0.2154605781763212,-0.012917563835929364
6,-0.88,0.25833461435481214,-0.013689487879743976
7,-0.86,0.29852567535489144,-0.01782012804894356
8,-0.84,0.34005983508285853,-0.019860804336583552
9,-0.8200000000000001,0.3828064986210614,-0.02094402669518009
10,-0.8,0.421910085757973,-0.024194380178145344
11,-0.78,0.46728136934560804,-0.02547314431931956
12,-0.76,0.5104399740707036,-0.026495301589713027
13,-0.74,0.5325568079892503,-0.02767841970238792
14,-0.72,0.5241361705825174,-0.02845034374620254
15,-0.7,0.5146860356001135,-0.02935530432009813
16,-0.6799999999999999,0.5061390672928713,-0.03012722836391274
17,-0.6599999999999999,0.49672608324384604,-0.031160889175433734
18,-0.64,0.487755248437702,-0.035994763679174605
19,-0.62,0.4785568480874725,-0.03665490785439055
20,-0.6,0.46950659221196733,-0.03944232121247815
21,-0.5800000000000001,0.4605013069053261,-0.04123977819049233
22,-0.56,0.45117251734395025,-0.04249737340453826
23,-0.54,0.44232766958327163,-0.04365495168340453
24,-0.52,0.43291052768236166,-0.04446481121992744
25,-0.5,0.42472149911046686,-0.045242811224968316
26,-0.48,0.4143980186113387,-0.046125722095774674
27,-0.45999999999999996,0.407151336608791,-0.046897646139589286
28,-0.43999999999999995,0.39675498672096765,-0.049812430120422066
29,-0.42000000000000004,0.3895398421652708,-0.05513823550147344
30,-0.4,0.3788556876443827,-0.07709341637224873
31,-0.38,0.3721900789873498,-0.09864693418557842
32,-0.36,0.36950282776929233,-0.12113634100582668
33,-0.33999999999999997,0.3795893921212474,-0.13835892034847078
34,-0.31999999999999995,0.389368962129541,-0.15777744944084474
35,-0.29999999999999993,0.3979574901822591,-0.17304619570870217
36,-0.28,0.4063038239253981,-0.19217771876103878
37,-0.26,0.41485000624019175,-0.20714990490385876
38,-0.24,0.42397934167392515,-0.22241101865042615
39,-0.21999999999999997,0.4337924253023067,-0.23458303503862127
40,-0.19999999999999996,0.44357965816652356,-0.24908656471247448
41,-0.17999999999999994,0.4524441293682717,-0.26101945356037337
