,x,a1,a2
0,-1.0,0.0,0.0
1,-0.98,0.13285565798812687,-0.06206766268853667
2,-0.96,0.18782238122798856,-0.07746851606817752
3,-0.94,0.2254287877174041,-0.08743207802531047
4,-0.92,0.25521568379640225,-0.0944524844757635
5,-0.9,0.282824129114559,-0.09525336453479376
6,-0.88,0.30505465053246655,-0.09962437681607211
7,-0.86,0.3252339685989513,-0.10149813880336057
8,-0.84,0.3459831758631576,-0.10135375271740571
9,-0.8200000000000001,0.36309237888008616,-0.10122338428960578
10,-0.8,0.37885455781262783,-0.10107358753839575
11,-0.78,0.3945547562091971,-0.1009205944595411
12,-0.76,0.4101716353506356,-0.10077620837358622
13,-0.74,0.42390079157794514,-0.10063182228763135
14,-0.72,0.44027321297741145,-0.10051445107655499
15,-0.7,0.4559281620475362,-0.10035639295167406
16,-0.6799999999999999,0.470315294460221,-0.10020794589965096
17,-0.6599999999999999,0.4861306808632784,-0.10008129281869038
18,-0.64,0.5006194488059711,-0.11102045389179008
19,-0.62,0.5151041465882136,-0.13795862899803607
20,-0.6,0.5285976710532568,-0.16079955794268158
21,-0.5800000000000001,0.5412921920086416,-0.17965086531225805
22,-0.56,0.5540524318124279,-0.19356958799872545
23,-0.54,0.5676943616479216,-0.20654668663141842
24,-0.52,0.5777381219537695,-0.21685534798083544
25,-0.5,0.58978228243679,-0.224836713534731
26,-0.48,0.5987439275352057,-0.22882131980211415
27,-0.45999999999999996,0.6073380376341402,-0.23401780730374636
28,-0.43999999999999995,0.6150305176161874,-0.2350929844067401
29,-0.42000000000000004,0.6225443649344928,-0.23494322884231075
30,-0.4,0.629994981551343,-0.23219544222005412
31,-0.38,0.6354218374083731,-0.22816205545841073
32,-0.36,0.6385355425980668,-0.22718791351641163
33,-0.33999999999999997,0.6454548775415188,-0.22006052546400892
34,-0.31999999999999995,0.6466437664033755,-0.21311099194471161
35,-0.29999999999999993,0.6531567456182095,-0.20590432269074588
36,-0.28,0.6542499345726427,-0.19684894882208506
37,-0.26,0.657351598472105,-0.18732005113569639
38,-0.24,0.660834728903462,-0.17215033078345718
39,-0.21999999999999997,0.6621358443064025,-0.1651969604638749
40,-0.19999999999999996,0.6624914934961537,-0.1650468746710658
41,-0.17999999999999994,0.6626561495103614,-0.16488260800014987
42,-0.16000000000000003,0.6667936378080174,-0.1647624283418165
43,-0.14,0.6669823333001746,-0.16461371641320122
44,-0.12,0.6679931123388949,-0.1644693303272463
45,-0.09999999999999998,0.6698195469903245,-0.16433015527832082
46,-0.07999999999999996,0.66997482722377,-0.16417203131654082
47,-0.05999999999999994,0.670143715248144,-0.16405573456498335
48,-0.040000000000000036,0.6702867339130635,-0.16389178598342682
49,-0.020000000000000018,0.670397091334144,-0.16374903537667718
50,0.0,0.6701682468023773,-0.16360301381151707
51,0.020000000000000018,0.6679130827684786,-0.16345862772556224
52,0.040000000000000036,0.6642443964558651,-0.16331424163960734
53,0.06000000000000005,0.6640852699483136,-0.16318941804925413
54,0.08000000000000007,0.6601069534826751,-0.16303972846031356
55,0.10000000000000009,0.6568722462458376,-0.16288108338174273
56,0.1200000000000001,0.6504480244983868,-0.16275520548212724
57,0.14000000000000012,0.6486710975499124,-0.162592311209833
58,0.15999999999999992,0.6417729854518173,-0.16244792512387812
59,0.17999999999999994,0.6348514104258286,-0.16770928325367335
60,0.19999999999999996,0.6274332625161538,-0.1821679387563767
61,0.21999999999999997,0.6197492436220446,-0.19265112985681968
62,0.24,0.6120212824370266,-0.20074112026822033
